ID,Source,Translation,AI_Reference
"ST_Description_Catalyst,H_Randomness_Lv2::1230836650",Damage and efficiency fluctuate randomly and greatly.,,
"ST_Description_Catalyst,H_Randomness::2105551078",Damage and efficiency will randomly fluctuate a moderate amount.,,
"ST_Description_Catalyst,H_Clear::925816098",Killing enemies grants a slight amount of Resources.,,
"ST_Description_Catalyst,H_Clear_Lv2::3045743777",Killing enemies grants more extra Resources.,,
"ST_Description_Catalyst,H_Pour_Lv2::3017858915",Greatly increases damage when having a single round cost of more than 120.,,
"ST_Description_Catalyst,H_Pour::2842849278",Increases damage when having a single round cost of more than 120.,,
"ST_Description_Catalyst,H_Shotgun_Base::3602031702","Shoots 8 bullets in random directions, whose damage decays as they travel.",,
"ST_Description_Catalyst,H_RocketLauncher::2822478307",Launches a missile.,,
"ST_Description_Catalyst,H_ExplodeArror::184783696",Launches an explosive projectile with a delayed fuse.,,
"ST_Description_Catalyst,H_ElementBall::1976132782",Unleashes a forward-rolling elemental ball with speed that scales with your own movement speed.,,
"ST_Description_Catalyst,H_Grenade::924035341",Launches a grenade that explodes on contact.,,
"ST_Description_Catalyst,H_DefaultNormal_Base::1245850879",Fires military-issue XEN rounds.,,
"ST_Description_Catalyst,H_HeavyShoot::561938911",Fires a large caliber marksman XEN round.,,
"ST_Description_Catalyst,H_SpeedShoot::3049452777",Fires XEN rounds at extreme speeds at a fraction of the power.,,
"ST_Description_Catalyst,H_BubbleGun_Base::1323110209",Launches floating bubbles.,,
"ST_Description_Catalyst,H_Weaknesses::48816930","Fires high-pressure XEN rounds, especially designed to hit enemy weaknesses.",,
"ST_Description_Catalyst,H_StandardShoot::2191927535",Fires high-speed XEN rounds.,,
"ST_Description_Catalyst,H_BatteringRam_Lv2::677116633",Increases damage when hitting a neutral unit or a building.,,
"ST_Description_Catalyst,H_BatteringRam_Lv3::1768120756","Greatly increases the damage dealt to buildings, and increases efficiency.",,
"ST_Description_Catalyst,H_BatteringRam::3162948889",Moderately increases damage when hitting a neutral unit.,,
"ST_Description_Catalyst,H_CloseTime::1279289530",Deals increased damage to enemies with low HP.,,
"ST_Description_Catalyst,H_CloseTime_Lv2::2882215373",Deals greatly increased damage to enemies with low HP.,,
"ST_Description_Catalyst,H_SingleHeal_Lv3::522773677",Hitting a friendly building heals it by a large amount.,,
"ST_Description_Catalyst,H_SingleHeal::1767831454",Hitting a friendly building heals it slightly.,,
"ST_Description_Catalyst,H_SingleHeal_Lv2::1337650933",Hitting a friendly building heals it.,,
"ST_Description_Catalyst,H_CriticalHit_Lv2::3740671302",Moderately increases Crit Chance when hitting an enemy weakness.,,
"ST_Description_Catalyst,H_CriticalHit_Lv3::3740671302",Moderately increases Crit Chance when hitting an enemy weakness.,,
"ST_Description_Catalyst,H_CriticalHit::2433525732",Slightly increases Crit Chance when hitting an enemy weakness.,,
"ST_Description_Catalyst,H_WeaknessesAdd::3458529049",Hitting an enemy's weakness deals extra damage.,,
"ST_Description_Catalyst,H_FollowUp::3858937572",Hitting an enemy's weakness triggers a [Blunt_Strike].,,
"ST_Description_Catalyst,H_FollowUp_Lv2::3116489214",Hitting an enemy's weakness triggers a [Combo].,,
"ST_Description_Catalyst,H_Torture::3023611533",Hitting an enemy's weakness triggers 2 [Pierce].,,
"ST_Description_Catalyst,H_Torture_Lv2::3642022376",Hitting an enemy's weakness triggers 4 [Pierce].,,
"ST_Description_Catalyst,H_Quantum_Damage::2374119587",Hitting an enemy applies [Blunt_Strike] to 1 other nearby enemy.,,
"ST_Description_Catalyst,H_Quantum::3632292987",Hitting an enemy applies [Light_Strike] to 2 other nearby enemies.,,
"ST_Description_Catalyst,H_Quantum_Element::312721709",Hitting an enemy applies [Light_Strike] and [Elemental_Overlay] to 2 other nearby enemies.,,
"ST_Description_Catalyst,H_HitBack_Damage::2452823153",Hitting a target knocks it back.,,
"ST_Description_Catalyst,H_HitBack_Base::1066262400",Knocks back enemies hit and moderately reduces their Attack.,,
"ST_Description_Catalyst,H_HitBack_Cost_1::1066262400",Knocks back enemies hit and moderately reduces their Attack.,,
"ST_Description_Catalyst,H_HitBack_Cost_2::1066262400",Knocks back enemies hit and moderately reduces their Attack.,,
"ST_Description_Catalyst,H_Marker::3223306982",Hitting an enemy target will highlight the target and lower its Defense.,,
"ST_Description_Catalyst,H_ElementBash::2945624652",Hitting a target guarantees an Elemental effect.,,
"ST_Description_Catalyst,H_Lure_Lv2::2277711103",Hitting a target generates even more aggression.,,
"ST_Description_Catalyst,H_BloodThirst_Base::60087627",Hitting a target consumes 5 [Hurt] counters to heal you for 1% of your HP.,,
"ST_Description_Catalyst,H_Shock_Base::1973593901",Hitting an enemy applies 1 stack of [Slow].,,
"ST_Description_Catalyst,H_Shock_Lv2::289594579",Hitting an enemy applies 2 stacks of [Slow].,,
"ST_Description_Catalyst,H_Shock_Lv3::2217871430",Hitting an enemy applies 3 stacks of [Slow].,,
"ST_Description_Catalyst,H_DefaultDamage::1669170250",Hitting a target triggers 1 [Combo].,,
"ST_Description_Catalyst,H_FixedDamage::2196163912",Hitting an enemy triggers a [Light_Strike].,,
"ST_Description_Catalyst,H_Lure::1237525284",Hitting a target generates extra aggression.,,
"ST_Description_Catalyst,H_VolumeKinetic::163482474",Creates a cyclone with even higher Elemental Build-up.,,
"ST_Description_Catalyst,H_Barrier::2284007679",Hitting a target generates a shield.,,
"ST_Description_Catalyst,H_SplitMine::703105143",Hitting a target spawns several landmines that detonate after a short delay.,,
"ST_Description_Catalyst,H_EnergyVolume::2446061597",Sets a trap of energy orbs when landing a hit.,,
"ST_Description_Catalyst,H_BuildingHarden::3465450940",Hitting a target increases the Defense of the Outpost Components within range.,,
"ST_Description_Catalyst,H_CloseFight_Lv2::2651981809",Bullet deals more damage the shorter it travels.,,
"ST_Description_Catalyst,H_CloseFight::1467838968",Bullet deals more damage the shorter it travels.,,
"ST_Description_Catalyst,H_CloseFight_Lv3::1676374943",Bullet deals more damage the shorter it travels.,,
"ST_Description_Catalyst,H_Boom_Fast::1122400410",Hitting a target applies 1 [Combo] to enemy targets in an even wider area.,,
"ST_Description_Catalyst,H_Boom_Mid::1122400410",Hitting a target applies 1 [Combo] to enemy targets in an even wider area.,,
"ST_Description_Catalyst,H_ThunderBomb::2255371964",Hitting a target will call in artillery strikes that buffet the area.,,
"ST_Description_Catalyst,H_AreaPull_Large::2210230936",Hitting a target pulls enemies in a small radius toward the center.,,
"ST_Description_Catalyst,H_Teleport::1154651794","On hit, teleports all items and allies in the area in front of the player.",,
"ST_Description_Catalyst,H_Adrenaline_Base::2367743332",Hitting a target heals allied targets in a very small radius and grants them [Dexterity] for 5s.,,
"ST_Description_Catalyst,H_Adrenaline_Move::1414286973",Hitting a target restores Stamina to friendly targets and greatly boosts their movement speed.,,
"ST_Description_Catalyst,H_Adrenaline_Melee::172878611",Hitting a target restores Stamina to friendly targets and greatly boosts their melee damage.,,
"ST_Description_Catalyst,H_SuppressField::2061431170",Hitting a target will continuously slow enemies within the area.,,
"ST_Description_Catalyst,H_Link::2904274736",Hitting a target will continuously cause a random enemy in the vicinity to take high damage.,,
"ST_Description_Catalyst,H_StreamLigh_Base::713525381",Lights up the area and marks and reduces the armor of enemies within it when hit.,,
"ST_Description_Catalyst,H_CoolField::3905902485",Hitting a target creates a field that reduces the firing interval of allied units within the area,,
"ST_Description_Catalyst,H_Hypergravity::3443039019","Generates a field when landing a hit, where operatives have higher Attack but much lower Movement Speed.",,
"ST_Description_Catalyst,H_SlingerPad::1430527399",Creates a jump pad when hit. Enemies who step on it will be ejected into the air and have 2 stacks of [Vulnerable] until they land on the ground.,,
"ST_Description_Catalyst,H_Split_Base::1710630135",Hitting a target creates a black hole that explodes on expiry.,,
"ST_Description_Catalyst,H_OrbitBall_Base::3455104714",Hitting a target conjures elemental orbs that spin around the target or you (when hitting the ground).,,
"ST_Description_Catalyst,H_Fission_Base::4014879718",Deals damage in a large area when hitting an enemy. Damage scales up the more enemies are hit.,,
"ST_Description_Catalyst,H_Fission_Fast::4014879718",Deals damage in a large area when striking an enemy. Damage scales up the more enemies are hit.,,
"ST_Description_Catalyst,H_Chain_Base::1376361227",Trigger an extra Morph XEN when hit.,,
"ST_Description_Catalyst,H_Chain_Lv2::1376361227",Trigger an extra Morph XEN when hit.,,
"ST_Description_Catalyst,H_Chain_Lv3::1376361227",Trigger an extra Morph XEN when hit.,,
"ST_Description_Catalyst,H_Dismantle_Lv2::707924085",Hitting a mechanical enemy grants an even higher chance of recovering the bullet.,,
"ST_Description_Catalyst,H_Brand_Base::4163969781",Hitting a target allows it to taunt nearby enemies.,,
"ST_Description_Catalyst,H_Snap::1353419337",Hitting a mechanical enemy grants a chance of awarding Resources.,,
"ST_Description_Catalyst,H_Snap_Lv2::1882378671",Hitting a mechanical enemy grants an even higher chance of awarding Resources.,,
"ST_Description_Catalyst,H_Dismantle::1087674268",Hitting a mechanical enemy grants a chance of recovering the bullet.,,
"ST_Description_Catalyst,H_FullStrick::2861787371",Hits against an enemy with full HP are guaranteed to crit.,,
"ST_Description_Catalyst,H_FullStrick_Lv2::370278900",Hits against an enemy with full HP are guaranteed to crit with slightly increased Crit Damage.,,
"ST_Description_Catalyst,H_AutoFill::1496501572",Hitting a turret restores ammunition for it,,
"ST_Description_Catalyst,H_FullHealth_Lv2::919901122",Deals increased damage to enemies above 80% HP.,,
"ST_Description_Catalyst,H_EliteKiller_Lv2::3430524848",Damaging enemies with more than 80% HP remaining applies [Pierce] 6 times.,,
"ST_Description_Catalyst,H_EliteKiller::2062687077",Damaging enemies with more than 80% HP remaining applies [Pierce] 4 times.,,
"ST_Description_Catalyst,H_ElementBuilder::3058055525",Damaging enemies with more than 80% HP remaining additionally triggers Elemental Build-up.,,
"ST_Description_Catalyst,H_FullHealth::1595437007",Deals increased damage to enemies above 90% HP.,,
"ST_Description_Catalyst,H_MultiEffect_Base::1062145859",Deal three consecutive hits 3 seconds after firing on a target.,,
"ST_Description_Catalyst,H_Pin::502768751",Increases the damage of [Light_Strike] and [Pierce].,,
"ST_Description_Catalyst,H_DamageAdd_Lv4::241336018",Increases damage.,,
"ST_Description_Catalyst,H_DamageAdd_Lv5::241336018",Increases damage.,,
"ST_Description_Catalyst,H_DamageAdd_Lv6::241336018",Increases damage.,,
"ST_Description_Catalyst,H_Condense::2502804143",Increases damage and slightly increases cost.,,
"ST_Description_Catalyst,H_ElementAdd_Lv3::692507740",Increases Elemental Build-up.,,
"ST_Description_Catalyst,H_ElementAdd_Lv4::692507740",Increases Elemental Build-up.,,
"ST_Description_Catalyst,H_ElementAdd_Lv5::692507740",Increases Elemental Build-up.,,
"ST_Description_Catalyst,H_Heavy_Element::2976173163",Increases Elemental Build-up at the cost of reduced firing mobility.,,
"ST_Description_Catalyst,H_Heavy_Stable::4070475444",Increases Elemental Build-up and moderately increases stability at the cost of reduced firing mobility.,,
"ST_Description_Catalyst,H_Pure_Lv2::707131069",Increases Elemental Build-up and slightly reduces damage.,,
"ST_Description_Catalyst,H_BulletSpeedAdd_Lv2::2994585406",Increases the bullet's initial travel speed.,,
"ST_Description_Catalyst,H_Backdraft::3027247471",Increases radius but slightly reduces rate of fire.,,
"ST_Description_Catalyst,H_Intense::924849185",Increases radius but is consumed slightly more quickly.,,
"ST_Description_Catalyst,H_ElementBoost_Energy_Lv2::3920993374",Increases the damage of Electro Element.,,
"ST_Description_Catalyst,H_Backdraft_Lv2::3777037656",Greatly increases radius but moderately reduces rate of fire.,,
"ST_Description_Catalyst,H_Intense_Lv2::510181996",Greatly increases radius but is consumed slightly more quickly.,,
"ST_Description_Catalyst,H_ElementBoost_Energy_Lv3::3541021933",Greatly increases the damage of Electro Element.,,
"ST_Description_Catalyst,H_DamageByDistance_Lv2::1042834231",Bullet deals more damage and gains increased efficiency the further it travels.,,
"ST_Description_Catalyst,H_DamageByDistance_Base::1862331276",Bullet deals more damage the further it travels.,,
"ST_Description_Catalyst,H_DamageAdd_Lv3::4030831471",Moderately increases damage.,,
"ST_Description_Catalyst,H_ElementAdd_Lv2::3819584993",Moderately increases Elemental Build-up.,,
"ST_Description_Catalyst,H_Pure::932786308",Moderately increases Elemental Build-up and slightly reduces damage.,,
"ST_Description_Catalyst,H_ElementBoost_Ice_Lv2::3693971583",Moderately increases the damage of Cryo Element,,
"ST_Description_Catalyst,H_BulletSpeedAdd::2878714895",Moderately increases the bullet's initial travel speed.,,
